threads,mean_duration,ci_duration
1,18.93951213333333,0.10203490698907601
2,9.477429733333333,0.04361333045374222
4,4.811500266666667,0.10015489332667131
8,3.6004085999999997,0.2750282694991464
16,3.5217639999999997,0.13051797684375585
32,3.6579456666666674,0.34826183796586757
64,3.6093961333333335,0.3227764459752867
128,3.4466343999999998,0.07121643108200694
