threads,mean_duration,ci_duration
1,2.345311533333333,0.025483411031783518
2,1.184595733333333,0.005715327278827217
4,1.1195148666666668,0.014976992173718475
8,0.9130569333333332,0.03435424605219139
16,0.638148,0.06054505154715784
32,0.5345294,0.04208270790274599
64,0.4986891333333333,0.03028036032333213
128,0.4934803333333333,0.033662761454370714
