processes,mean_duration,ci_duration
1,7.2190232666666665,0.06262229193313266
2,5.747986733333334,0.16390177908853593
3,5.7533628000000006,0.09268156572072021
4,5.754643999999999,0.09678329800211623
5,5.858456,0.2500403853358287
