processes,mean_duration,ci_duration
1,20.62252153333333,0.2624074862910108
2,12.2544068,0.04839803626342896
3,9.167828933333336,0.020046526526540855
4,7.561131133333332,0.04035989425189858
5,6.622874133333332,0.05997066507584177
