threads,mean_duration,ci_duration
1,2.2465438,0.06390621067765605
2,2.2668313333333328,0.07600783709378045
4,2.2594628000000005,0.046991568015253136
8,2.2410086000000002,0.14344616272342678
16,2.2598692,0.04026630743218659
32,2.2586490666666665,0.03278204018949565
64,2.2523814,0.053713034736821846
128,2.230760066666667,0.052503435228717234
256,2.2302858,0.0566475536029948
512,2.2406004666666663,0.05250794397044718
1024,2.2304388,0.04838513333080072
2048,2.2274368666666664,0.03766749653290518
